date,u_bed_elmer,u_surf_elmer,tau_d_elmer,tau_b_elmer,sigma_elmer,u_def_elmer,slope,averaged_slope,slopesmooth,gradxmean,gradymean,gradzmean,normalstress,projvector,sigma_plus_tau_b,u_surf_local,altitude,velocity,thickness,obs_tau_b,obs_u_def,obs_u_bed
1934,16.124075261339726,27.755539010365457,0.1321557007059978,0.10050461720395427,0.008542477587178106,11.63146374902573,0.041292402692241485,0.12819935531800447,0.045890561388341154,0.0006969827586206898,0.09556336206896553,-0.009132841954890013,1.1939919540229884,-0.008302091860608216,0.10904709479113238,27.98639926103286,,,,,,
1967,,,,,,,,,,,,,,,,,2490.264,37.223859489382505,165.39400000000023,0.09750181873619698,9.205098349248413,28.018761140134092
1968,,,,,,,,,,,,,,,,,2491.004,38.424970517083125,166.13400000000001,0.0978017947917171,9.36233899085406,29.062631526229065
1969,,,,,,,,,,,,,,,,,2491.754,40.22663705863407,166.88400000000001,0.09810582457771733,9.523862921175251,30.702774137458817
1970,,,,,,,,,,,,,,,,,2492.8740000000003,37.62422983194938,168.00400000000036,0.09855984239147778,9.769159742452315,27.85507008949706
1971,,,,,,,,,,,,,,,,,2491.3740000000003,36.1228410473236,166.50400000000036,0.09795178281947736,9.441751355200003,26.681089692123592
1972,,,,,,,,,,,,,,,,,2492.1240000000003,36.82348914681563,167.25400000000036,0.09825581260547755,9.604354444327262,27.21913470248837
1973,,,,,,,,,,,,,,,,,2495.2940000000003,33.62052640628063,170.42400000000043,0.09954084516763848,10.316184165809812,23.30434224047082
1974,,,,,,,,,,,,,,,,,2492.8740000000003,34.32117450577267,168.00400000000036,0.09855984239147778,9.769159742452315,24.55201476332035
1975,,,,,,,,,,,,,,,,,2493.434,33.4203412349972,168.5640000000003,0.0987868512983579,9.89366221550388,23.526679019493322
1976,,,,,,,,,,,,,,,,,2490.824,33.4203412349972,165.95400000000018,0.09772882764307714,9.323897301632538,24.096443933364665
1977,,,,,,,,,,,,,,,,,2491.934,32.61960054986345,167.0640000000003,0.09817879172635749,9.562954161873744,23.056646387989705
1978,,,,,,,,,,,,,,,,,2492.1240000000003,39.92635930170891,167.25400000000036,0.09825581260547755,9.604354444327262,30.322004857381643
1979,,,,,,,,,,,,,,,,,2493.804,47.93376615304639,168.9340000000002,0.09893683932611796,9.976606437798544,37.95715971524785
1980,,,,,,,,,,,,,,,,,2498.094,50.53617337973107,173.22400000000016,0.10067588970203914,10.978856145082988,39.55731723464808
1981,,,,,,,,,,,,,,,,,2497.714,49.33506235203045,172.84400000000005,0.10052184794379898,10.88701469499131,38.44804765703914
1982,,,,,,,,,,,,,,,,,2497.154,45.53154409764514,172.2840000000001,0.10029483903691885,10.752769102079574,34.77877499556556
1983,17.76065772344552,28.90919600056274,0.14101811805518635,0.10362681291777301,0.023949093740623567,11.148538277117222,0.09256027488536188,0.14950716749784898,0.09063534738188446,0.009094252873563217,0.112371408045977,-0.01271003878156378,1.082478591954023,0.0076919136203829315,0.12757590665839658,30.101131785522668,2496.784,43.62978497045249,171.91400000000021,0.10014485100915879,10.66478635129468,32.96499861915781
1984,,,,,,,,,,,,,,,,,2497.344,43.52969238481078,172.47400000000016,0.10037185991603892,10.798170275068742,32.73152210974204
1985,,,,,,,,,,,,,,,,,2499.204,39.626081544783744,174.3340000000003,0.10112585378531949,11.250612406661729,28.375469138122014
1986,,,,,,,,,,,,,,,,,2498.094,38.825340859650005,173.22400000000016,0.10067588970203914,10.978856145082988,27.84648471456702
1987,,,,,,,,,,,,,,,,,2498.274,36.1228410473236,173.404,0.10074885685067911,11.02257148190796,25.100269565415637
1988,,,,,,,,,,,,,,,,,2496.784,36.22293363296532,171.91400000000021,0.10014485100915879,10.66478635129468,25.558147281670642
1989,,,,,,,,,,,,,,,,,2497.904,30.217378494462203,173.0340000000001,0.10059886882291905,10.93285978522845,19.28451870923375
1990,,,,,,,,,,,,,,,,,2498.274,29.1163600524033,173.404,0.10074885685067911,11.02257148190796,18.09378857049534
1991,,,,,,,,,,,,,,,,,2494.924,29.21645263804502,170.0540000000001,0.09939085713987822,10.231023375080815,18.985429262964203
1993,,,,,,,,,,,,,,,,,2485.6040000000003,,160.73400000000038,0.09561278033251577,8.262321037726762,
1994,,,,,,,,,,,,,,,,,,25.41293438365972,,,,
1996,,,,,,,,,,,,,,,,,2485.224,23.51117525646707,160.35400000000027,0.09545873857427561,8.188966545924893,15.322208710542176
1997,,,,,,,,,,,,,,,,,2486.714,22.6103419856916,161.84400000000005,0.09606274441579593,8.479592475679844,14.130749510011757
1998,12.546235245958316,19.198394136143744,0.13683701291463932,0.09220297908699245,0.030299381930511265,6.652158890185428,0.08970167738071187,0.17037803203209792,0.09797187823566407,0.027302442528735635,0.11901235632183908,-0.014909364325311304,0.9378425287356321,0.017866249112252475,0.12250236101750371,20.40905812126224,2481.1240000000003,20.908768029782387,156.25400000000036,0.09379670907747453,7.4300524558768375,13.47871557390555
1999,,,,,,,,,,,,,,,,,2478.704,20.608490272857225,153.8340000000003,0.09281570630131383,7.009260936096327,13.599229336760898
2000,,,,,,,,,,,,,,,,,2477.024,19.007008902589725,152.154,0.09213467958067324,6.728584572734982,12.278424329854744
2001,,,,,,,,,,,,,,,,,2474.784,18.306360803097697,149.91400000000021,0.09122664395315272,6.368539938699838,11.937820864397859
2002,,,,,,,,,,,,,,,,,2471.994,18.106175631814267,147.12400000000025,0.09009565314923196,5.94210887324085,12.164066758573417
2003,10.969930696317434,16.403510126218336,0.13667953040621264,0.0879073399128404,0.03480899216161721,5.433579429900902,0.0922913185764011,0.18746782553438457,0.10116725200123274,0.035592097701149426,0.1253596264367816,-0.0169818333591376,0.8565364942528736,0.026486517310259,0.12271633207445762,17.338571804958132,2468.074,15.503768405129575,143.20400000000018,0.08850659080107084,5.382606049262546,10.121162355867028
2004,,,,,,,,,,,,,,,,,2464.724,13.902287034862084,139.85400000000027,0.08714859109026996,4.939505572314543,8.962781462547541
2005,,,,,,,,,,,,,,,,,2462.114,11.500064979460843,137.24400000000014,0.08609056743498918,4.615651403471617,6.884413575989226
2006,,,,,,,,,,,,,,,,,2457.454,11.199787222535676,132.5840000000003,0.08420152903130795,4.081644641266527,7.118142581269149
2007,,,,,,,,,,,,,,,,,2453.344,10.198861366118493,128.47400000000016,0.08253544580402676,3.655133131175109,6.543728234943384
2008,7.644378541239343,10.915285902949007,0.12911470301551337,0.07739906444528744,0.03608793400484351,3.2709073617096642,0.09077729163477151,0.21639492891217627,0.10134264506072155,0.05166379310344827,0.12912241379310346,-0.019341745261593345,0.7152376436781609,0.03738307707150091,0.11348699845013094,10.523164098466738,2448.504,9.19793550970131,123.63400000000001,0.08057344025170537,3.2027196234229978,5.995215886278312
2009,,,,,,,,,,,,,,,,,2444.214,7.696546725075535,119.34400000000005,0.0788343898757842,2.843744960801043,4.852801764274492
2010,,,,,,,,,,,,,,,,,2439.554,6.895806039941789,114.6840000000002,0.07694535147210296,2.495301896999767,4.400504142942022
2011,,,,,,,,,,,,,,,,,2433.774,5.99497276916631,108.904,0.07460229525466128,2.1183085133573845,3.8766642558089255
2012,,,,,,,,,,,,,,,,,2427.994,4.994046912749127,103.12400000000025,0.07225923903721979,1.79679414050773,3.197252772241397
2013,,,,,,,,,,,,,,,,,2423.8940000000002,4.493583984540535,99.02400000000034,0.0705972095404187,1.5992149946856724,2.894368989854863
2014,,,,,,,,,,,,,,,,,2420.534,4.493583984540535,95.66400000000021,0.06923515609913772,1.454585640369912,3.0389983441706234
2015,,,,,,,,,,,,,,,,,2410.284,4.293398813257099,85.41400000000021,0.06508008235713489,1.098560598122511,3.1948382151345878
2016,,,,,,,,,,,,,,,,,2404.134,4.393491398898817,79.26400000000012,0.06258703811193314,0.9381779292061045,3.4553134696927126
2017,4.600566298060683,5.506618066812541,0.11592017560188259,0.06001332936044629,0.03673372340903208,0.9060517687518574,0.14777693092846853,0.2843194265728434,0.11468044734325222,0.0871039655172414,0.14343206896551722,-0.028159859216557667,0.47060844827586207,0.06950356934933694,0.09674705276947837,2.566098366210504,2393.134,3.993121056331958,68.26400000000012,0.058127934583930105,0.7310712478080192,3.2620498085239387
2018,,,,,,,,,,,,,,,,,2386.614,4.1933062276153805,61.74400000000014,0.05548490231096831,0.6473146491232569,3.5459915784921234
2019,,,,,,,,,,,,,,,,,2378.034,3.5927507137650707,53.164000000000215,0.05200680155912597,0.5709797744120694,3.0217709393530012
2020,,,,,,,,,,,,,,,,,2371.134,2.291547100422733,46.264000000000124,0.049209727527924026,0.5312393959340233,1.7603077044887097
2021,,,,,,,,,,,,,,,,,2365.914,,41.044000000000324,0.04709368021736267,0.51090868406265,
