dist,z_bed,z_surf_1905,z_surf_1908,z_surf_1952,z_surf_1971,z_surf_1998,z_surf_2008,z_surf_2019
0.0,2987.7894281536064,3033.709542846472,3014.17467954124,3000.0,,,3003.619125,2993.663225
20.16665084251226,2973.6986475060276,3027.820391844862,3009.404453673165,2999.7733871353867,3014.528821652855,,2997.063198033093,2986.584251872484
40.33510092118771,2962.3154646152534,3022.0868309527423,3007.889111812266,2997.752097074135,3010.0446046827874,,2992.4842818295465,2980.409855307557
60.50715460123456,2953.077658378392,3016.5897065931686,3006.191250514543,2992.8884699168966,3004.7721207209706,,2987.954865450081,2975.2097041439083
80.68462649886258,2944.186345899309,3011.9664992329226,3004.429694665403,2987.537747650455,3000.696577450898,,2983.6249157651314,2970.4566718688807
100.86934658982112,2935.6194499250537,3008.399426372347,3002.4627145170452,2983.8184743060574,2998.0514338167495,,2979.462832753677,2966.0893322366114
121.06316529672448,2927.2612294553824,3006.457659119326,3000.3889646590687,2979.7717049296,2996.1198900124987,,2975.876296088226,2962.50643529873
141.26795854921912,2919.6050986441805,3003.992540887257,2997.797704944732,2976.2291786715878,2994.7357393439243,2986.30960351695,2972.524787477495,2958.8673845128455
161.4856328084402,2912.8405873836873,3000.6015531008597,2994.7369475625674,2974.651789671549,2995.4664243034845,2984.224846473656,2969.5059954382095,2955.0776714415283
181.71813005025746,2905.8418864138657,2997.4779887561717,2991.5833614350327,2973.6099977192084,2993.7625954841715,2981.861931552643,2966.516190868647,2952.1003553984247
201.96743269781942,2898.4551430531706,2994.7393378460165,2988.4490311168383,2971.7838639635424,2993.3365679722097,2979.0769264224277,2963.386026320099,2948.9850389418
222.23556849770068,2893.211447289185,2991.99836592931,2985.379778262797,2969.3181255029644,2991.604533580616,2976.1346109034516,2960.2218453567593,2945.8755120616884
242.5246153304802,2888.224497996728,2989.282822408653,2982.2767051009787,2965.7952587129766,2989.5682793316255,2972.8399348413795,2957.058065226356,2942.8281359589732
262.83670594867687,2882.774226327884,2986.520971602861,2979.25026027455,2961.655042207407,2987.015786058544,2969.5639000306674,2953.8684504079188,2939.6644170485533
283.17403263304334,2877.161129236565,2983.834148927362,2976.394057432533,2957.7984469981166,2983.957601329504,2966.524202817371,2950.942219013459,2936.7741709177103
303.53885175960676,2875.0,2981.1113141012643,2973.5988750573483,2954.1738089948594,2980.791747779673,2963.594684712951,2947.868442906206,2933.5919301524527
323.9334882682582,2875.0,2978.4171283467213,2970.773553547052,2950.652118000797,2977.1510386960626,2960.4407310450497,2944.534758566635,2930.5191223332504
344.36034002456154,2869.270793723162,2975.721037385211,2968.143496567298,2950.0,2972.9805900720103,2957.593103888687,2941.7720889087186,2927.3782422666777
364.82188206503446,2862.7064264789656,2973.014246508415,2965.578568678235,2949.7716374609317,2968.8477880351516,2954.4114121412545,2938.9683276559117,2924.2757406482833
385.3206707178753,2855.8516793063905,2970.296839063289,2963.0229896585083,2947.809941906946,2964.3873676639923,2951.2503328105786,2936.0578992588803,2921.161160557154
405.8593475888467,2850.1677317552194,2966.89914393749,2960.4705433389727,2946.5509485031325,2959.729842715668,2948.3615980508775,2933.1294844114896,2918.1528451603635
426.4406434032803,2849.9999999999995,2963.2875881590035,2957.705740681635,2941.799442900727,2955.28190148614,2945.0874546709783,2930.246591654434,2914.806858894579
447.0673816955093,2850.0,2959.4640340160863,2954.7675431119346,2936.762439989929,2951.333098850231,2941.9834483325426,2927.4420622885614,2911.5672951002393
467.74248233397117,2850.0,2955.513954627343,2951.9387829376956,2933.942057229331,2947.7020324973428,2939.744642739872,2924.5350615667794,2908.5675261232604
488.4686129742472,2847.340639645078,2951.557273576095,2948.9089823674303,2931.326762212713,2944.180311225452,2936.3960016389733,2921.527000146056,2905.511099138887
509.2455840885994,2842.902466411234,2948.3673476866443,2945.849132481652,2928.709039238497,2941.7855484742236,2933.077093795647,2918.5807434915123,2902.3751273141615
530.0716868572766,2837.9687170644784,2945.6463111308576,2942.6963997734692,2925.94503352435,2939.751800066323,2929.736162286119,2915.210027526997,2898.9717507726505
550.9450899797661,2833.024640921607,2942.9313251258563,2939.604509444567,2924.6080891453075,2938.4933451200422,2926.3790316063705,2911.7722605878434,2895.192812843996
571.8638564097716,2829.8108586901817,2940.088291714291,2936.6035789516573,2923.1135961469513,2938.2384776112376,2922.9998297862094,2908.3064241578168,2891.435869783746
592.8259500341093,2827.318707578519,2936.801861420693,2933.616181698859,2918.7550699939557,2935.1806935516593,2919.5002151481376,2904.6960972872193,2887.4046968142256
613.8292421872267,2824.8733975344094,2933.346697530826,2930.6402902294276,2913.7415164028725,2931.7174230746527,2915.8254174143412,2901.030824945293,2883.280450325172
634.8715180061747,2820.855326913121,2930.0596835092724,2927.85078677113,2910.4907157532534,2927.6992752005012,2912.1389824585735,2897.231253011025,2879.1412975851886
655.9504826356451,2816.147996265997,2927.0840135851454,2925.1623312836905,2907.6156241728445,2923.4128057222074,2908.529826093152,2893.4243150669413,2874.9813117856283
677.0637672896997,2812.20435474907,2924.410223263369,2922.418141670031,2904.8367489591665,2918.952337866495,2904.887095112013,2889.5526009656783,2870.9431250623156
698.2089351801519,2807.8046848091667,2921.1694068447323,2919.6491759899236,2901.906268364747,2914.4644652890984,2901.019697130038,2885.6778785937577,2866.840636439667
719.3834873191253,2803.890658864057,2917.523265941308,2917.05067608295,2899.1165983454357,2910.175793426343,2897.632969082789,2881.838729420487,2862.681020787778
740.5848682066601,2801.066349171734,2913.0565650076514,2914.4186723024823,2896.675820734271,2906.016507124221,2894.2443366361967,2878.119435949318,2858.7169163485055
761.8104714101698,2798.2909408785426,2909.174743306654,2911.7247894918287,2892.787677458127,2901.915259785592,2890.7646709347646,2874.466193805747,2854.6964544902735
783.0576450487738,2795.0555030819914,2906.531998201529,2909.0093308132823,2889.523428702997,2897.7269410322856,2887.3238595928024,2871.0105686904362,2850.7564460899303
804.3236971887003,2790.170043097435,2903.897940560985,2906.2161387833535,2886.487131390268,2894.7006461473243,2884.024860597519,2867.641231691499,2846.9444541840753
825.6059011621986,2785.8378935381506,2901.2434373331043,2903.49383128418,2883.2885539787158,2891.2420227082707,2880.882168914664,2864.3607419547147,2843.2804589272573
846.901500817741,2782.594668341695,2898.3613270351857,2900.843095003288,2878.683362173717,2888.0248586101598,2877.7956517424154,2861.2479356850386,2839.8972338257217
868.2077157130973,2779.4295178425155,2895.1734648322727,2897.6391611823383,2876.2906226720515,2887.1099565292425,2875.14102648382,2858.3638074587334,2836.4162550676388
889.5217462609692,2775.945592430292,2891.9270023767076,2894.036584978128,2874.8168659575335,2884.6784327444493,2872.5984635920213,2855.3414256347232,2833.218164555628
910.8407788353143,2772.4824069900747,2889.201635143642,2890.432886386163,2873.3030112387864,2881.332312549147,2869.7160127341185,2852.3215260252728,2829.6085851681974
932.1619908514795,2769.2415246857877,2887.2610748991337,2887.3228850684313,2871.956885036112,2877.7404590962533,2866.8059203540383,2849.313586098903,2826.150227402594
953.4825558275045,2766.255474977824,2885.2503280730007,2884.0096224984054,2869.1865444401255,2874.099105401957,2863.8152513404625,2846.278699984952,2822.55258894578
974.7996484380243,2763.4337692142954,2883.222852636085,2880.5695127855015,2864.1805260109004,2870.4667823927066,2860.76272670129,2842.997444658416,2818.9206749179484
996.1104495704233,2760.847614659695,2881.1936748715048,2876.8953917534536,2861.1781335188452,2866.537080691186,2857.7712984445925,2839.756721956915,2815.214018461217
1017.4121513936308,2758.2192134711026,2878.9404663336472,2873.163145892022,2858.690356315688,2862.9733438390786,2854.9008139082857,2836.3740809619917,2811.7751368971512
1038.7019624486559,2753.5883871452093,2876.4499168075627,2869.5942621918166,2855.788758514176,2860.067159287182,2851.7700266080114,2833.0130957614656,2808.2154264478636
1059.977112772081,2749.4788802631465,2873.9430094605978,2866.2976806625584,2852.6067428722295,2857.668014530749,2848.5894067864406,2829.5873438137396,2804.5481853186675
1081.2348590618249,2746.7143918112633,2871.409737927229,2863.0700522872958,2850.6453741332925,2854.915930974021,2845.3087849486974,2826.1786233359126,2801.039328352949
1102.472489895265,2744.161214024065,2868.8498424891536,2859.933920800887,2849.6580622513507,2851.589685829399,2841.939608451419,2822.817633993554,2797.2157528775674
1123.6873310096028,2741.3860737841387,2866.4673921640756,2856.9560861472914,2848.4288231926735,2848.267939800761,2838.677539650393,2819.4886412398523,2793.446407996062
1144.8767506548757,2738.5923933766126,2864.0878198486976,2854.069701827111,2844.7967090040174,2845.1620457145846,2835.896295877806,2816.4384171637794,2789.7978395316186
1166.0381650284808,2735.874228102345,2861.7240690340586,2851.1819347303453,2840.706690524351,2842.336464728519,2833.1698471570535,2813.430485109941,2786.2465123276515
1187.1690438019634,2734.0233982920586,2859.2682566713775,2848.0432657090532,2837.7946998750595,2839.049675789748,2830.268394953251,2810.561217346232,2782.926825039134
1208.266915748906,2732.47848032725,2856.7309132635346,2844.836875191962,2833.573049388284,2835.383772620349,2827.1223681163565,2807.6866150027918,2779.599305822311
1229.3293744840769,2729.5133372012983,2854.3888285355997,2841.531400933005,2829.344061131278,2831.761416997264,2824.252543158919,2804.877028626397,2776.614429219533
1250.3540843220562,2725.7899266189743,2852.4200974397154,2838.8751814966413,2827.8968949520468,2828.2837845812537,2821.641323925172,2801.981796409008,2773.435101370491
1271.3387862660338,2722.193476375367,2850.5842391306087,2836.7242996762534,2826.571514877259,2824.871199448212,2819.114180171802,2799.052269752261,2770.232967205732
1292.2815214225907,2718.8838306032785,2848.629793792356,2834.631060415778,2825.556274752021,2821.5385647522253,2816.563887416537,2795.9795235318975,2766.995160965768
1313.185484721585,2715.6523054037507,2846.28018384159,2832.5880182295828,2824.3868453447903,2818.275206486056,2813.753097472903,2792.959866691889,2763.75935615218
1334.0588897126672,2712.464874331301,2844.212299548298,2830.6156713721566,2822.6201406676573,2815.4345381412822,2811.302605578263,2789.7984645101105,2760.29573009506
1354.9099789815252,2709.236563285049,2842.0963573929394,2828.5965063657286,2820.108931747781,2812.6701447269384,2808.229038409011,2786.740402794476,2756.976968305679
1375.746844751784,2705.911549938361,2839.6701820529115,2826.715196842657,2816.146441830866,2810.197755898041,2805.1216990647363,2783.982622021653,2753.939684033933
1396.577482489021,2702.41323092526,2836.9260319537475,2824.713071740179,2812.422669293459,2809.8376601890736,2802.1050238250546,2781.183656128809,2750.499047818154
1417.4098450633937,2699.953981912087,2834.2594047143084,2822.782368354863,2806.556306860936,2808.5450429000807,2799.6539855091505,2778.5955322689333,2747.5003202207586
1438.2518971554161,2698.332333461888,2831.499990871721,2820.8660857406558,2805.0796851910654,2806.787368847559,2797.6701314637057,2776.0723445047097,2744.3146031244405
1459.11166959559,2696.785297296564,2828.3620775612717,2818.78390315245,2803.8282294500978,2805.07156281931,2795.403056731408,2773.500858608085,2741.328550208158
1479.9973133223862,2695.2377308539685,2825.7477557053944,2816.5281562025793,2802.927282756962,2803.429989954645,2792.9567258200846,2770.884534229712,2738.513439724278
1500.917152646924,2693.6283621076827,2823.0072725147243,2814.2264505991457,2802.0259936212624,2801.7875561161463,2790.3640723300714,2768.2317227659464,2735.2262696221374
1521.8797375041627,2691.9645661501136,2820.2285330638333,2811.9087751879442,2801.130635967228,2799.3551538326255,2787.798215293952,2765.5253133829706,2732.4618197103673
1542.8938943714445,2690.1633942021044,2818.144276801302,2809.749469223775,2800.087664350897,2796.995221451649,2785.238515607912,2762.747785352204,2729.457575751211
1563.9687755262246,2687.9389194066694,2815.962503720038,2808.086801886883,2798.8625428245205,2794.5042578690636,2782.4746423397883,2759.879910504564,2726.195501444582
1585.1139063156177,2685.4799427084363,2813.616998644103,2806.44402384001,2797.9538590831166,2791.584726858542,2779.6685109668733,2757.1151283572935,2723.1608176895384
1606.3392301021986,2682.901329236302,2811.3971448525404,2804.767549053069,2796.5698368557178,2788.3018216227,2776.8401949289073,2754.5896041477167,2719.900549131621
1627.6551505579191,2680.3027198085283,2809.314498866264,2803.116215404504,2791.925877378001,2784.942193730357,2774.1216596711074,2751.994269793271,2716.8278949771366
1649.0725709735716,2677.6829097049485,2807.59090026647,2801.3655127459806,2786.008549211162,2781.5532585905858,2771.64272642335,2749.376984844929,2713.6499869541435
1670.6029302653915,2675.610256331283,2805.8434171254644,2799.581505436324,2782.4751636980855,2778.0613248175578,2769.5882671415557,2746.7742393137987,2710.2424184664196
1692.256704074607,2675.0,2804.154465364586,2797.484171324023,2780.4345057012506,2774.5511812592595,2767.6661707824055,2744.4370398353644,2706.7625518979903
1714.0341742771375,2675.0,2802.367304456935,2795.3913939072518,2778.9849182702274,2771.8170501712234,2764.724343131868,2741.4935615069803,2703.200675195586
1735.9308756955656,2675.0,2800.5398001703884,2793.224507348529,2777.6328737245935,2769.9095125072377,2762.034904753702,2738.484843629534,2699.290998822358
1757.9418838230733,2675.0,2798.8932968845456,2791.0073783256175,2776.439618158791,2768.0132752947793,2759.3020643196833,2734.9327621702505,2695.073795543257
1780.0618658112035,2675.0,2797.3073052956074,2788.8635709282253,2775.53663632412,2765.144906389184,2756.033076868805,2731.0891919108326,2692.583954069982
1802.2851149803785,2675.0,2795.7196916335906,2786.7830130764723,2774.5086171966777,2762.055950441535,2752.250930392527,2727.034358032819,2688.1685663985204
1824.6055835677198,2675.0,2794.120387199049,2784.718930211093,2772.891289370977,2759.2250335055164,2748.376268445196,2722.63596214274,2683.22112129143
1847.016913826636,2675.0,2792.5123179542693,2782.6816164904585,2771.264838079248,2756.505426601261,2744.2766313474685,2718.191707248912,2680.853206157646
1869.5124676037008,2675.0,2790.872574300733,2780.5522629697707,2764.8117873917517,2753.624184720902,2740.3254954317463,2713.7779049441647,2679.892501544339
1892.0853545129949,2675.0000000000005,2788.9101216215713,2778.01620090164,2757.588134173011,2750.7006907832188,2736.346860530335,2709.600509120398,2678.7561506425695
1914.7284588368059,2675.0,2786.6353567113174,2775.157861802401,2755.2640625597155,2747.607043010081,2732.485526538155,2705.3584052111005,2678.336199497533
1937.4344652718207,2675.0,2784.365019807061,2772.265199102281,2753.3555031688934,2743.9540724005724,2728.682936842695,2701.3395826648616,2677.8382207643776
1960.195883649398,2675.0,2782.187536084099,2769.292509863968,2751.6637621471355,2740.2841554658867,2724.9386602588916,2697.161811276174,2676.8769788183436
1983.0050727460978,2675.0,2780.443884419876,2766.083914383255,2750.427043481465,2736.621242229423,2721.099788330983,2693.3793211707616,2676.530856302647
2005.8542633080053,2675.0,2778.2383551383623,2762.8938311631596,2749.309560289168,2732.8360965194665,2716.7084538263125,2689.0351533857242,2675.637098764403
2028.7355804025644,2675.0000000000005,2775.7288904535935,2759.864389519164,2747.456032006168,2729.3798248637127,2712.319935836085,2684.3567323134284,
2051.641065216081,2673.9673307219036,2773.1830972227194,2757.6020505784245,2745.672110391417,2726.2893910494217,2707.9005696628774,2679.0322359517613,
2074.5626964083754,2672.786007880356,2770.381794056645,2755.3456649820746,2740.4812399248594,2722.619315610005,2703.176684539991,2673.456052862896,
2097.492411138151,2670.4075668279247,2768.7216232258056,2753.074133625132,2734.595486566002,2719.5419458333445,2698.4584629403134,,
